yearly.salary;age;elevel;car;region;credit;brand
88808.05074;65;4-Year College Degree;Mitsubishi;West North Central;251387.4229;
29717.91049;71;4-Year College Degree;Nissan;East South Central;80537.4643;
27044.57826;32;Master's, Doctoral or Professional Degree;Honda;South Atlantic;85687.4185;
142067.9194;33;Less than High School Degree;Honda;New England;335993.0956;
45305.19274;46;Less than High School Degree;Kia;Mid-Atlantic;145445.9465;
75734.29273;69;High School Degree;Lincoln;Mountain;78499.42319;
145112.3853;73;Master's, Doctoral or Professional Degree;Cadillac;Pacific;15798.23115;
106729.9279;54;High School Degree;None of the above;Mountain;370537.6494;
82493.35559;54;High School Degree;Chevrolet;East North Central;465963.0028;
24723.05471;57;High School Degree;Nissan;West South Central;159074.8914;
76260.54528;43;Less than High School Degree;Buick;East South Central;12807.45199;
57619.44899;68;Some College;None of the above;South Atlantic;353220.0405;
68453.73705;66;Master's, Doctoral or Professional Degree;Honda;West South Central;454830.3406;
52913.30218;26;Master's, Doctoral or Professional Degree;Honda;East North Central;279986.3137;
77989.59079;30;Master's, Doctoral or Professional Degree;Buick;South Atlantic;349815.92;
89063.6667;51;Master's, Doctoral or Professional Degree;Ram;New England;496693.4379;
121123.2912;74;Less than High School Degree;Buick;West North Central;304850.4239;
39744.60567;64;Some College;Lincoln;Mid-Atlantic;418202.0434;
116909.1403;20;Some College;Toyota;East South Central;133782.1485;
100537.8248;25;4-Year College Degree;BMW;Pacific;80701.82857;
93751.40997;54;Master's, Doctoral or Professional Degree;Jeep;Pacific;202234.3566;
90922.3866;76;Some College;Ram;West North Central;46759.12062;
131857.4844;37;Less than High School Degree;BMW;New England;414849.6129;
56214.09977;40;Master's, Doctoral or Professional Degree;Hyundai;East South Central;373785.6079;
81107.66001;38;4-Year College Degree;Ram;West South Central;169078.5909;
62361.92765;27;Some College;Buick;Mid-Atlantic;355235.4282;
110472.5164;78;4-Year College Degree;Cadillac;West North Central;98067.79268;
140791.0151;45;Some College;Subaru;Mountain;103943.7919;
76011.31057;34;Less than High School Degree;None of the above;South Atlantic;386751.3109;
39548.11404;60;Master's, Doctoral or Professional Degree;Ford;Mid-Atlantic;337215.2844;
134750.3227;41;Some College;Toyota;South Atlantic;350465.3708;
97963.55347;55;Master's, Doctoral or Professional Degree;Nissan;East South Central;191280.5483;
97175.11115;62;Master's, Doctoral or Professional Degree;Toyota;West North Central;360085.9847;
94012.37288;78;4-Year College Degree;Toyota;East North Central;499617.2122;
23241.92441;34;Master's, Doctoral or Professional Degree;BMW;West South Central;3454.241618;
69145.4838;47;Master's, Doctoral or Professional Degree;Mercedes Benz;East South Central;387909.6448;
25384.07504;29;4-Year College Degree;Mitsubishi;Pacific;274712.9776;
72434.34017;62;4-Year College Degree;Mitsubishi;Mid-Atlantic;382323.2881;
141553.2447;40;Some College;Kia;East North Central;103832.5432;
136716.3372;35;High School Degree;Ford;East South Central;405207.8807;
26468.529;52;High School Degree;Nissan;Pacific;234574.7515;
86318.10194;41;High School Degree;Mercedes Benz;South Atlantic;337993.8126;
136977.7006;36;Master's, Doctoral or Professional Degree;Hyundai;West South Central;164364.0582;
150000;32;Some College;Chevrolet;Mountain;204987.9257;
133497.2327;76;Some College;Nissan;Pacific;229260.8622;
102955.3141;67;High School Degree;Buick;East North Central;149646.8885;
114283.1577;59;Master's, Doctoral or Professional Degree;Cadillac;New England;478563.5241;
81551.82406;65;Less than High School Degree;Mazda;Pacific;218809.4222;
52732.30612;25;4-Year College Degree;Mazda;New England;15751.89216;
37916.40299;68;4-Year College Degree;Subaru;West North Central;25216.98972;
130990.9711;35;Less than High School Degree;Chevrolet;New England;83019.45794;
150000;47;High School Degree;Chevrolet;East South Central;160053.5534;
43801.65003;43;Some College;Honda;East North Central;15337.17014;
67471.22737;32;Some College;Dodge;New England;393472.8652;
100940.1406;52;High School Degree;Lincoln;South Atlantic;426437.1116;
55386.0723;65;Master's, Doctoral or Professional Degree;Ram;Pacific;376788.8433;
37620.29771;35;Master's, Doctoral or Professional Degree;Hyundai;New England;12594.33626;
139352.191;63;Less than High School Degree;Chevrolet;West North Central;148610.4239;
29948.80765;54;High School Degree;Ram;West North Central;218626.8802;
83984.59055;26;Less than High School Degree;Mitsubishi;New England;251701.3223;
142475.0343;46;Less than High School Degree;Subaru;New England;206400.6106;
64465.57457;77;High School Degree;Subaru;West North Central;87808.48698;
147327.1024;62;High School Degree;Mazda;Mountain;19738.49574;
125296.8506;77;4-Year College Degree;None of the above;South Atlantic;332720.8574;
42185.98184;53;Less than High School Degree;Nissan;West North Central;231132.3438;
54545.02375;20;4-Year College Degree;None of the above;New England;137966.3636;
102646.7695;58;4-Year College Degree;Subaru;Mid-Atlantic;225905.1417;
39076.07951;65;4-Year College Degree;Nissan;South Atlantic;103360.5409;
142158.162;42;4-Year College Degree;Honda;South Atlantic;149063.1285;
106954.0245;35;Master's, Doctoral or Professional Degree;Ram;East South Central;156633.8293;
25406.27426;22;High School Degree;Kia;East South Central;127685.2047;
27352.77416;68;High School Degree;Ram;Pacific;406955.4849;
37343.66664;51;Master's, Doctoral or Professional Degree;Cadillac;Mid-Atlantic;300837.5102;
118306.5142;34;Some College;Kia;South Atlantic;74986.67311;
101419.0922;37;Less than High School Degree;BMW;South Atlantic;373081.9731;
80871.54791;59;High School Degree;Chrysler;Mountain;47924.59338;
20000;39;Less than High School Degree;Cadillac;West South Central;229223.9263;
85242.30841;49;High School Degree;Nissan;East South Central;356308.8982;
20000;69;Some College;Subaru;East North Central;292311.8769;
69324.19747;80;Some College;Buick;South Atlantic;31749.81052;
69157.45585;77;Master's, Doctoral or Professional Degree;Toyota;New England;437854.5781;
51176.04591;38;Less than High School Degree;Kia;West South Central;135948.101;
109508.3855;26;Master's, Doctoral or Professional Degree;Ram;Mountain;304631.6637;
52929.79279;52;Master's, Doctoral or Professional Degree;None of the above;South Atlantic;284943.1038;
134325.2429;35;High School Degree;Cadillac;East North Central;103656.4648;
37571.18584;78;Some College;None of the above;East South Central;275451.5049;
75549.09653;61;Master's, Doctoral or Professional Degree;Dodge;West South Central;457016.3313;
133723.4444;49;4-Year College Degree;Ram;Mid-Atlantic;42532.57291;
143413.4518;72;High School Degree;None of the above;South Atlantic;221091.6325;
85325.99064;27;High School Degree;Chrysler;East North Central;393789.8876;
46346.32987;69;High School Degree;Mitsubishi;West North Central;174097.073;
112888.5745;67;Master's, Doctoral or Professional Degree;Chevrolet;Pacific;203435.7807;
143662.9174;24;Master's, Doctoral or Professional Degree;None of the above;East South Central;334000.9763;
58885.14585;52;Master's, Doctoral or Professional Degree;Toyota;West North Central;236830.7015;
53315.85162;30;Master's, Doctoral or Professional Degree;BMW;Mountain;127995.7369;
71377.82836;30;4-Year College Degree;Ram;Pacific;402268.5538;
88539.59811;77;Master's, Doctoral or Professional Degree;Chevrolet;Mountain;293494.7324;
65372.30978;70;Master's, Doctoral or Professional Degree;Mitsubishi;New England;382876.2868;
48242.65103;68;Less than High School Degree;Lincoln;West North Central;269889.4182;
97925.94272;45;4-Year College Degree;Subaru;New England;143984.8561;
134696.2011;70;Less than High School Degree;Chevrolet;East South Central;230101.1682;
36393.01726;21;Master's, Doctoral or Professional Degree;Buick;New England;313658.4083;
112616.3241;39;Less than High School Degree;Ford;South Atlantic;234322.4881;
100138.7228;75;High School Degree;Cadillac;West North Central;197941.7497;
34820.20609;63;Less than High School Degree;Ram;West North Central;314080.5393;
129578.7046;72;Master's, Doctoral or Professional Degree;Ford;South Atlantic;451826.7264;
57861.57609;26;Less than High School Degree;Ram;Mid-Atlantic;441808.2908;
39803.43196;26;Master's, Doctoral or Professional Degree;Toyota;Mountain;149669.2078;
142168.9343;65;4-Year College Degree;Jeep;Pacific;73660.79722;
51444.5133;43;High School Degree;Nissan;West South Central;186909.98;
35449.8942;61;Some College;Chevrolet;East South Central;68136.14685;
106886.515;53;High School Degree;Ford;West North Central;405434.2874;
36231.63896;63;High School Degree;Ford;East South Central;216594.1243;
148870.7311;59;Some College;Honda;Mountain;448220.4003;
56001.20672;52;Some College;Nissan;West South Central;107293.2183;
62143.03189;45;Less than High School Degree;Subaru;Mountain;463572.6825;
150000;25;Master's, Doctoral or Professional Degree;Subaru;West South Central;427811.6304;
62272.05745;56;Some College;Ford;East North Central;332641.5521;
150000;32;Some College;BMW;Pacific;263079.8437;
112868.9024;70;Master's, Doctoral or Professional Degree;BMW;East South Central;158124.8587;
57902.69834;61;Less than High School Degree;Subaru;East North Central;373039.9074;
100739.4185;58;Some College;Cadillac;East North Central;173432.2536;
48465.78211;66;High School Degree;Toyota;East South Central;471601.7364;
51197.52681;35;Less than High School Degree;Subaru;Mountain;182594.3844;
70377.31367;42;High School Degree;Mitsubishi;West South Central;112292.6761;
108093.8475;28;High School Degree;Kia;Mountain;181442.9782;
100105.7854;46;4-Year College Degree;Jeep;West North Central;355197.4571;
103479.5071;25;Less than High School Degree;Ford;Mountain;500000;
77115.81041;46;4-Year College Degree;Mitsubishi;East North Central;62565.82382;
36946.10198;46;4-Year College Degree;BMW;Mid-Atlantic;222460.3968;
103599.7064;35;4-Year College Degree;BMW;Mid-Atlantic;211744.3992;
70427.09279;62;High School Degree;Dodge;Mountain;305082.1461;
33417.38679;72;Some College;Chevrolet;Pacific;438929.2477;
99134.29988;66;High School Degree;Chrysler;West North Central;444367.1364;
87798.76646;54;Less than High School Degree;Buick;New England;134859.0819;
142798.2718;34;High School Degree;Honda;West South Central;109728.6668;
119291.2271;24;Master's, Doctoral or Professional Degree;BMW;East North Central;364882.3916;
107416.6551;43;Some College;Honda;West North Central;225179.0827;
118883.2828;41;High School Degree;Chrysler;South Atlantic;162389.767;
30980.97769;20;Less than High School Degree;Jeep;South Atlantic;468239.5624;
127178.2444;30;High School Degree;Chrysler;East South Central;168531.8567;
110941.4248;56;High School Degree;Ram;East North Central;397228.2157;
98865.90648;63;High School Degree;Ram;South Atlantic;218184.1293;
95016.26603;62;Some College;Ram;New England;84770.35947;
57784.71744;28;High School Degree;Nissan;West South Central;447823.9005;
68617.82211;31;Some College;Nissan;East North Central;358245.1856;
50753.20374;71;Some College;Lincoln;West North Central;156032.6083;
35051.22101;73;Master's, Doctoral or Professional Degree;BMW;West North Central;52807.721;
122203.444;30;Less than High School Degree;Mercedes Benz;South Atlantic;292843.9125;
147220.1721;53;Less than High School Degree;Mitsubishi;South Atlantic;464412.2698;
84943.89358;29;Master's, Doctoral or Professional Degree;Toyota;East South Central;76558.15278;
82582.40164;67;4-Year College Degree;Dodge;West South Central;424899.03;
49887.56186;24;Master's, Doctoral or Professional Degree;Lincoln;West South Central;128053.4426;
46135.05143;77;High School Degree;Chevrolet;West North Central;116433.1225;
133149.5581;58;Master's, Doctoral or Professional Degree;Toyota;West North Central;165146.3181;
20533.84534;35;High School Degree;Mitsubishi;East North Central;158295.5107;
116644.0015;41;Less than High School Degree;BMW;East North Central;170133.9517;
96282.69552;41;Master's, Doctoral or Professional Degree;Mercedes Benz;South Atlantic;170996.0469;
104598.8737;27;High School Degree;Nissan;Mid-Atlantic;35110.36651;
26242.31401;80;Less than High School Degree;None of the above;West South Central;194284.4766;
93876.61834;36;Master's, Doctoral or Professional Degree;Lincoln;West North Central;227482.3702;
24461.78723;45;4-Year College Degree;Jeep;South Atlantic;373651.6154;
96579.88872;76;Some College;Jeep;Mid-Atlantic;312783.4403;
34021.316;43;High School Degree;Lincoln;Mid-Atlantic;75010.66281;
38579.25353;73;High School Degree;Chrysler;Mid-Atlantic;407826.4936;
77637.91873;79;Master's, Doctoral or Professional Degree;Ford;East South Central;0;
88716.11255;57;4-Year College Degree;Subaru;South Atlantic;433600.5192;
77596.08829;73;High School Degree;Jeep;West North Central;146710.0387;
150000;24;High School Degree;Hyundai;South Atlantic;306360.3409;
111190.4797;56;Some College;None of the above;Mid-Atlantic;134509.4324;
23231.69913;48;High School Degree;Lincoln;West South Central;79814.87834;
134350.4368;34;Less than High School Degree;Kia;Pacific;139108.726;
20000;42;Less than High School Degree;Chevrolet;South Atlantic;251565.7933;
140062.5126;36;Master's, Doctoral or Professional Degree;Subaru;Pacific;264468.1944;
104812.9743;51;Some College;Nissan;South Atlantic;167932.1699;
107120.8205;54;High School Degree;Cadillac;Mountain;33774.34751;
72934.75515;35;Less than High School Degree;None of the above;Mid-Atlantic;353091.8872;
29300.24543;72;Less than High School Degree;Kia;East North Central;171734.2965;
83327.43392;54;4-Year College Degree;Jeep;New England;378942.3566;
51233.81346;37;Master's, Doctoral or Professional Degree;Ram;Mountain;337102.6138;
22680.73859;43;Less than High School Degree;Lincoln;South Atlantic;12305.42046;
68886.28603;78;Master's, Doctoral or Professional Degree;Dodge;Pacific;71778.9853;
145359.9332;73;Master's, Doctoral or Professional Degree;BMW;South Atlantic;11973.25864;
34461.51634;30;4-Year College Degree;Chrysler;Mid-Atlantic;335696.5498;
124094.5137;37;High School Degree;Chrysler;Mid-Atlantic;263329.0235;
37893.66008;59;High School Degree;None of the above;New England;434298.1292;
50114.60752;57;High School Degree;Subaru;West South Central;332355.6643;
26392.81417;37;Less than High School Degree;Ford;Pacific;256149.517;
142231.7525;70;4-Year College Degree;Chrysler;Pacific;354265.2498;
100209.5207;22;Less than High School Degree;Jeep;East North Central;368557.6228;
134938.6776;39;High School Degree;Hyundai;Mid-Atlantic;321258.8251;
56329.91495;45;Less than High School Degree;Cadillac;Mid-Atlantic;342334.8335;
94737.77894;28;4-Year College Degree;Ram;Mid-Atlantic;320900.0317;
96756.43788;50;Master's, Doctoral or Professional Degree;Toyota;New England;390898.3542;
